id,name,parent,child_order,description,gid
1,Artist name,\N,0,\N,894afba6-2816-3c24-8072-eadb66bd04bc
2,Legal name,\N,0,\N,d4dcd0c0-b341-3612-a332-c0ce797b25cf
3,Search hint,\N,0,\N,1937e404-b981-3cb7-8151-4c86ebfc8d8e
