id,name,parent,child_order,description,gid
1,Place name,\N,0,\N,fb68f9a2-622c-319b-83b0-bbff4127cdc5
2,Search hint,\N,0,\N,0a438b9c-1850-32de-b4bb-7f58f5048ea3
