gid,new_id,created
4d0ff82d-9685-4938-83c2-c93ceb43e00d,95008,2014-04-23 21:00:45.57802+00
394d166c-fd0b-4d31-80ad-1c91bf769d7f,89379,2014-06-08 07:00:17.376568+00
64c5f11a-4a42-4b77-84c6-88b00b30106a,89398,2014-06-08 07:00:19.632304+00
072ee672-2ae7-45e0-bef3-5985229e0da5,89389,2014-06-08 07:00:19.98998+00
9116580f-64ca-4b58-8181-9e548e9c8d2e,89385,2014-06-08 07:00:20.525316+00
7306c6b2-533a-42ad-9821-6b058c16a771,89394,2014-06-08 07:00:20.954433+00
971810dc-cc97-4242-843f-250f5b99d1cf,89395,2014-06-08 07:00:21.322896+00
8b0e026e-80bb-4fd1-ac75-8a2bcca505c2,89391,2014-06-08 07:00:21.631568+00
70de5b57-0d43-4e3e-a29b-af640dca014f,96095,2014-07-12 05:00:22.918914+00
f6c2a4e7-c9b1-4e0c-b9b8-c3be5cfcc657,98278,2014-08-13 00:01:12.310475+00
10582bf8-e22d-4457-b894-54969ec98ec7,98294,2014-08-13 00:01:27.415984+00
196d8502-0eb8-4cca-8308-1c32f923a314,98316,2014-09-04 21:00:46.630066+00
6974b683-c58f-4d01-8c48-d6c5cf9f69da,98317,2014-09-05 07:00:48.320916+00
237b81f3-c25f-44e8-8049-52501f3bdbca,30653,2014-09-08 23:01:24.853046+00
3a48f53a-096c-408f-9232-13a506cd1f56,85258,2014-09-11 15:00:25.884104+00
7c42a202-4885-42db-94bc-86d4418316d1,3757,2014-09-11 15:00:27.097549+00
dee33ada-c682-4f63-ae67-4482b2ccc48d,79459,2014-11-05 19:00:19.670416+00
286944e4-afb1-4aa5-b483-fa7a9a919c9e,5508,2014-11-05 19:00:20.615586+00
964167f0-2232-4da0-8ef1-629bdd7e6c4d,92062,2014-11-10 15:00:18.164521+00
0a1a981c-cc3e-4b0d-95b3-56891e0be3b1,99573,2014-11-18 17:01:15.003767+00
f78d7213-4e92-4a6f-9741-b1a10cb3179e,99575,2014-11-18 17:01:23.378788+00
d6b6a3e0-04fb-40d0-8d83-613a8bf23aad,99572,2014-11-18 17:01:31.65318+00
c999ccf3-1482-4fed-ac98-1e0c79013b34,99574,2014-11-18 17:01:39.863079+00
2341dccc-7eb9-49b4-bf78-126f11184b31,12940,2014-11-18 17:02:32.329399+00
947ab7a9-f05d-444d-a642-54a04bde4982,99749,2014-12-01 13:02:12.345137+00
766bed50-324f-4580-b399-eeab06d1e1c8,44538,2014-12-07 00:02:43.255521+00
a301b9cf-19fc-46bf-8855-f3bffe326a56,44715,2014-12-07 00:02:50.633984+00
6b1f4142-5d79-4da4-9110-fc64df44ad1c,45960,2014-12-07 00:02:57.607686+00
977a550f-eae9-4089-9c89-943cd7594de1,38167,2014-12-07 16:01:29.101763+00
625869cc-dbb5-4aca-883d-2ed4a4a8bec0,478,2014-12-08 23:02:06.408306+00
