id,name,parent,child_order,description,gid
1,Area name,\N,0,\N,0b5b3497-d5d9-34e7-a61b-9a6c18aa7b29
2,Formal name,\N,0,\N,b280c712-f676-342e-a8f2-e5c5fe0159b4
3,Search hint,\N,0,\N,7090dd35-e32e-3422-8a48-224821c2468b
