id,name,parent,child_order,description,gid
1,Recording name,\N,0,\N,5d564c8f-97de-3572-94bb-7f40ad661499
2,Search hint,\N,0,\N,ba0dbaab-25c6-30a8-9da4-8568020ecdf3
