gid,new_id,created
4502175e-c649-4614-85ff-7bf578cd8ef3,535933,2011-05-17 08:00:05.775423+00
224efe8c-c070-4e8a-9402-d41d52f5b4f1,132084,2011-05-16 14:57:06.530063+00
dbe7b07c-cdcc-41b9-bae3-510cc5ef6248,39192,2011-05-16 14:57:06.530063+00
5e51d544-a37f-4b0b-a58b-4a300159a83d,111095,2011-05-16 14:57:06.530063+00
e2de79aa-5606-4224-974e-14335171af1c,8030,2011-05-16 14:57:06.530063+00
bbb9be58-39bb-4c7b-a689-18a8e6ea1e01,201693,2011-05-16 14:57:06.530063+00
7ebe31e4-b593-4764-861d-2ea47a072b39,298158,2011-05-16 14:57:06.530063+00
e5c44d6b-a2c4-4f96-affa-f2be4d84ab0f,305098,2011-05-16 14:57:06.530063+00
6110f44c-005a-47e1-907b-05d44230dd46,57412,2011-05-16 14:57:06.530063+00
8e0ce0bf-d848-4187-be9c-651a32957d12,120099,2011-05-16 14:57:06.530063+00
a1d0c0e7-edd4-4f01-a387-b7148a0f594f,37078,2011-05-16 14:57:06.530063+00
fba1c750-86bd-4b79-99de-d2a66054df40,105196,2011-05-16 14:57:06.530063+00
7a956474-253f-476a-a1ec-172807b4bf09,115908,2011-05-16 14:57:06.530063+00
21486dc1-60b8-4aa5-87ca-68461b3fe9f1,106337,2011-05-16 14:57:06.530063+00
26b6106e-1acf-48d7-be93-5e8e44c924ec,59351,2011-05-16 14:57:06.530063+00
549de92e-a454-47f3-a26f-900985cf4431,53897,2011-05-16 14:57:06.530063+00
743b05b4-23d6-4ce5-a0bf-78e68f5472ac,56320,2011-05-16 14:57:06.530063+00
6a6d9585-5e74-406a-95cf-477e606babc2,429874,2011-05-16 14:57:06.530063+00
cf5d9b64-3d25-481e-a6bb-fb5ba6d7362a,149289,2011-05-16 14:57:06.530063+00
53a99000-262b-4f5f-a83f-bafff4f55724,430806,2011-05-16 14:57:06.530063+00
8cb3469f-28b9-4ac0-98cc-d83b21f5c779,330580,2011-05-16 14:57:06.530063+00
8128a681-7d64-4b8c-8623-bbe5e69f1722,171073,2011-05-16 14:57:06.530063+00
21538e0d-7c29-47a7-823f-9b5170fd4c7b,211253,2011-05-16 14:57:06.530063+00
b31931e0-7afe-4f74-882b-6a9a1e17ad90,30882,2011-05-16 14:57:06.530063+00
2c22a414-c903-416b-a4bb-249431cf1919,368636,2011-05-16 14:57:06.530063+00
926be3a8-bb48-4a50-819c-06ba3e517c68,30882,2011-05-16 14:57:06.530063+00
cb6cfa9f-1668-4713-ada7-313fa5ae8e3b,15919,2011-05-16 14:57:06.530063+00
02046c7d-7203-4113-b057-d61af2eb7eef,46635,2011-05-16 14:57:06.530063+00
27d3a981-2ff6-40a0-ac56-d65484dd43de,46635,2011-05-16 14:57:06.530063+00
192d7d36-4185-4085-9a8f-6097cf676b0f,46635,2011-05-16 14:57:06.530063+00
65e8b15e-c697-4076-9260-d688a965c188,46635,2011-05-16 14:57:06.530063+00
36035892-2079-4375-a534-b50f372c771b,298158,2011-05-16 14:57:06.530063+00
c94a8845-7092-417f-8a3f-468610e33320,298158,2011-05-16 14:57:06.530063+00
1a7e2c6f-3334-46fd-8e31-0da7423cdf57,298158,2011-05-16 14:57:06.530063+00
855738ee-d24f-418c-bddf-74513d79af8a,274539,2011-05-16 14:57:06.530063+00
aca98fdf-f1b5-4831-8d58-ab2541c63863,221277,2011-05-16 14:57:06.530063+00
d442c9b0-2052-4fda-ad7b-e254d70cd61e,221277,2011-05-16 14:57:06.530063+00
33da8f6e-4c9c-4a54-903a-d10788ceea77,221277,2011-05-16 14:57:06.530063+00
d69aee74-6022-4f71-a059-f109d8907120,38846,2011-05-16 14:57:06.530063+00
d9ff410b-b23e-4a39-ad28-bcf3631447ea,48377,2011-05-16 14:57:06.530063+00
6dea2ea2-fa89-48c1-9f28-9491d4b2974a,50278,2011-05-16 14:57:06.530063+00
d2bf1b36-87e8-4b33-aa8d-2b3b96ff020b,143549,2011-05-16 14:57:06.530063+00
5d9e3404-1c7e-4df1-a25c-9110cd6fbd4b,221277,2011-05-16 14:57:06.530063+00
43c7a199-84cb-42d6-b228-44bed710e88e,221277,2011-05-16 14:57:06.530063+00
2a0f86ae-7e57-469d-bc95-710c2ffdef2f,154171,2011-05-16 14:57:06.530063+00
4a01b97d-1546-4acf-af15-846f4cec6379,251703,2011-05-16 14:57:06.530063+00
585fe15f-0abf-4e70-86c1-eb4fd20835b6,218337,2011-05-16 14:57:06.530063+00
5eb461b7-bb22-4b4f-a401-25a41551bef3,40872,2011-05-16 14:57:06.530063+00
c5a0fb39-d3b7-4612-a703-c74d741d2f69,279729,2011-05-16 14:57:06.530063+00
d968140e-71ac-4223-869c-50131a33c085,34780,2011-05-16 14:57:06.530063+00
0e72d4a1-ecc2-424f-832b-4dbded4836a8,1889,2011-05-16 14:57:06.530063+00
91734ae1-8749-47f9-9358-278a94278558,30323,2011-05-16 14:57:06.530063+00
97110fd2-5600-40c6-b619-ff39ef307158,6223,2011-05-17 18:00:05.5097+00
f8116261-cbeb-47c9-a816-2aa70f940f7f,430872,2011-05-16 14:57:06.530063+00
37a59f19-826d-4f0e-be8f-2ed1c990b0ca,124985,2011-05-16 14:57:06.530063+00
35e67839-0c11-4a75-9e74-f9b007d9689a,106666,2011-05-16 14:57:06.530063+00
9bc6f051-7c04-4422-afea-62e428a7056e,5283,2011-05-16 14:57:06.530063+00
330bf02c-b4ae-4d43-aebf-0cf91d9e8b4f,191277,2011-05-16 14:57:06.530063+00
3bdc753a-1ba9-43d5-ae4c-89e7413ae9ec,266011,2011-05-16 14:57:06.530063+00
c6b0557d-e426-4f71-872a-3d90cd99e44b,77812,2011-05-16 14:57:06.530063+00
b84957c2-b339-4045-ac8c-46ed34c173da,3558,2011-05-16 14:57:06.530063+00
4f472f99-fae5-446d-b56c-9cd9b3f4be71,260648,2011-05-16 14:57:06.530063+00
d46006af-7945-4a6e-ae58-ecf9498c93a7,419933,2011-05-16 14:57:06.530063+00
95a74e11-14b5-4c70-b0ba-1ad1a54b7df3,15916,2011-05-16 14:57:06.530063+00
f0771d70-beb6-451e-a4d7-2a3b17f919c3,34378,2011-05-16 14:57:06.530063+00
f1b77562-08a9-438d-ad5a-8aebf97952ba,217651,2011-05-16 14:57:06.530063+00
754bace5-a4b5-4674-a532-29fc2691c4db,349750,2011-05-16 14:57:06.530063+00
42a694d0-5f78-49b7-a8f2-1a37c6405d8e,349750,2011-05-16 14:57:06.530063+00
677390b4-10dd-475f-89b7-fc86f8f5fed8,115576,2011-05-16 14:57:06.530063+00
5e1f25b7-c1f1-4abb-a363-6543f68ddf71,189030,2011-05-16 14:57:06.530063+00
9735da42-41c3-4392-93dc-0eb4d0e3e856,204970,2011-05-16 14:57:06.530063+00
bd04b333-ca0d-4fdc-82df-8a095c5bd539,72993,2011-05-16 14:57:06.530063+00
edbbcd75-8c7e-475c-9410-ab23c907e5b1,84598,2011-05-16 14:57:06.530063+00
1e399499-e342-44b6-b7e3-955ac2bdb36a,406952,2011-05-16 14:57:06.530063+00
dfecb5fd-7158-46d8-a16e-517152b89f8c,32922,2011-05-16 14:57:06.530063+00
3f319cdb-cb64-40ec-94a6-52fd59fb3504,35811,2011-05-16 14:57:06.530063+00
22284ef7-c20e-4a24-b339-dda8ca8e5111,79696,2011-05-16 14:57:06.530063+00
2672e048-41bd-4e3a-a677-35b0474d5d86,2870,2011-05-16 14:57:06.530063+00
00eea356-6baf-4491-bd66-fb0efd1f8132,45875,2011-05-16 14:57:06.530063+00
6e81bc69-6001-4708-85b4-5479c02c7959,50732,2011-05-16 14:57:06.530063+00
5fd8c5f0-e708-4e56-9900-4b5a7a0d9aad,50732,2011-05-16 14:57:06.530063+00
f8d18270-6b72-47d1-be1d-2c81f33b3545,274567,2011-05-16 14:57:06.530063+00
d1401a04-9e9b-4dad-a210-5892f38d20fc,84875,2011-05-16 14:57:06.530063+00
