gid,new_id,created
08eb3672-a1eb-40fa-9e29-f270c1a088aa,2039,2011-05-16 14:57:06.530063+00
10540812-ede9-4dbd-85fa-214318acbdb9,1830,2011-05-16 14:57:06.530063+00
5a6e942a-0c38-458d-9c06-a270edc84581,8084,2011-05-16 14:57:06.530063+00
40c54579-e365-48c1-b607-3ee8a95cd5ea,426,2011-05-16 14:57:06.530063+00
c5c87119-c10b-4895-bddc-c147fea0d4ba,793,2011-05-16 14:57:06.530063+00
41b4b3ac-6682-41ff-88f9-6923822d822b,7108,2011-05-16 14:57:06.530063+00
758c5ad7-8398-4936-a7cb-29b22a1c810a,6651,2011-05-16 14:57:06.530063+00
c529d461-26ec-4972-8897-7787f7f52560,4007,2011-05-16 14:57:06.530063+00
434157a8-9137-4cbc-8c4c-d0967d3330b8,405,2011-05-16 14:57:06.530063+00
ac2f8ddb-9029-41ee-bd00-40bf0947575f,119,2011-05-16 14:57:06.530063+00
