gid,new_id,created
fe8ee557-7567-3cec-b9cf-f046988193ed,7827807,2011-05-16 16:27:39.450042+00
6be22572-d027-3c3f-be17-57224abd6590,492584,2011-05-16 16:27:39.450042+00
515d604a-8bd4-3d59-8dee-c57152966962,78885,2011-05-16 16:27:39.450042+00
0f155427-dea0-38f1-932d-7a96205e1a42,427374,2011-05-16 16:27:39.450042+00
1911aa36-4d4c-3e1a-8e64-91f46866175f,358631,2011-05-16 16:27:39.450042+00
812be3e6-7c1c-3bf4-9703-726baf6aab62,358631,2011-05-16 16:27:39.450042+00
90dbbaab-41f0-3080-896b-617a4144e331,358631,2011-05-16 16:27:39.450042+00
287eeb32-dc2a-3c1a-8d07-4073d5f7b1e3,8463769,2011-05-16 16:27:39.450042+00
a7f96d3f-d433-3c7a-a88c-62e35e0f4c0f,10935382,2011-05-16 16:27:39.450042+00
34cffced-3e9c-3ab2-9748-2a1209547b14,10641935,2011-05-16 16:27:39.450042+00
fba1a6a6-323e-3a9b-9aed-8e327f2de31f,6272614,2011-05-16 16:27:39.450042+00
ec3a1f5a-9607-36e4-9c38-aedaad44333e,6272614,2011-05-16 16:27:39.450042+00
efc75528-b2d7-3bf0-b5b9-2f38ddd95da5,12502693,2012-06-27 02:00:10.822457+00
583672a2-1851-34f6-9e63-d560eb9b3fd3,9821698,2011-05-16 16:27:39.450042+00
457a2063-02e3-3282-942e-c0f34518c8a0,11102420,2011-05-16 16:27:39.450042+00
9ab3ef87-39eb-38b5-b410-e65f14228124,9310675,2011-12-21 02:00:09.036881+00
2ebfd927-16ea-3c0f-a687-5bc4c8c658ad,10913172,2011-05-16 16:27:39.450042+00
35f70383-ee91-3864-86ec-3abbb17dc948,837615,2011-05-16 16:27:39.450042+00
ace271bd-f767-37d0-a35e-8e8a8bb6b936,433266,2011-05-16 16:27:39.450042+00
510da5af-32b9-3bb6-a19a-efe6aa962d23,8968610,2011-07-13 04:00:14.356121+00
f2b2172f-64c4-3cd9-ab88-0f31c167eddf,75893,2011-05-16 16:27:39.450042+00
e0662ad6-e6f5-3d5d-a325-c0012f9d0fe0,10605427,2011-05-16 16:27:39.450042+00
7fb3d27c-03fe-3abf-abcb-d86cf50e1051,179641,2011-05-16 16:27:39.450042+00
7d9c0bd7-8f65-3291-994c-19376d4a82a5,179641,2011-05-16 16:27:39.450042+00
d4e6d389-5809-35f8-ac19-9079ef6de73a,9290123,2011-05-16 16:27:39.450042+00
e089bb10-0dc2-3e32-870b-479d6035f137,5644705,2011-05-16 16:27:39.450042+00
2f6860a7-3fd6-3db0-bf33-778e4065cf84,8234315,2011-05-16 16:27:39.450042+00
c0cdf8ff-1693-333f-ac85-bc712090d7af,10401406,2011-06-25 21:00:23.222636+00
6b737a08-e0dd-3c1b-a575-2d518a5654a6,855208,2011-05-16 16:27:39.450042+00
44048f05-b0c1-300e-89fa-7305d278d707,247078,2011-05-16 16:27:39.450042+00
2bb3b4d0-2f33-3d47-ab7e-14103be4819d,247078,2011-05-16 16:27:39.450042+00
40cae942-01b6-3775-8b4e-307e023c88dc,11304754,2011-05-16 16:27:39.450042+00
efa8e92d-8db7-33c0-8cbe-117fd1a0ceea,7581156,2011-05-16 16:27:39.450042+00
4dd89bea-cb4a-4088-a34e-8dc011818666,12688719,2014-01-07 13:00:26.037607+00
fb26448f-261b-3c90-ba19-8f88cc62ae91,1868066,2011-05-16 16:27:39.450042+00
89889b58-2142-3af0-a014-34064e197c9b,1868066,2011-05-16 16:27:39.450042+00
d1ef7778-f746-3c3c-840b-aa7d6d66ebbb,1868066,2011-05-16 16:27:39.450042+00
d9ebc1a7-f672-330a-9b35-16dac9732439,11894301,2011-05-16 16:27:39.450042+00
da461212-cb1a-30db-8a34-49b8215405c6,1828269,2011-05-16 16:27:39.450042+00
43c48a15-06d1-3110-96ad-b2ce966d22f0,231697,2011-05-16 16:27:39.450042+00
74fa70d1-869b-337e-baef-58cdc3c60fcc,424021,2011-05-16 16:27:39.450042+00
1c9900a8-213b-3f70-955b-cd2309dfb27f,184968,2011-05-16 16:27:39.450042+00
8a646130-323b-307c-bcfb-37979b09e9fa,357203,2011-05-16 16:27:39.450042+00
9f5d448e-943f-312f-bcd5-d86bf6887bb4,191661,2011-05-16 16:27:39.450042+00
c31f9258-4bca-3d1a-a610-5c71260d1b53,9709652,2011-05-16 16:27:39.450042+00
9e5ba1bf-f236-367c-aaa1-c8fe696de6fd,11850784,2011-05-16 16:27:39.450042+00
bd022ac0-f013-35a6-94b2-e4527494265e,11850784,2011-05-16 16:27:39.450042+00
